SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
22715,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 12.00,8
22716,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 13.00,9
22717,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 13.00,9
22718,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 14.00,10
22719,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 15.00,12
22720,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 16.00,9.5
22721,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 16.00,9.5
22722,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 17.00,8.5
22723,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 17.00,8.5
22724,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 18.00,2
22725,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 19.00,2
22726,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 19.00,2
22727,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 20.00,4
22728,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 20.00,4
22729,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 21.00,2
22730,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 21.00,2
22731,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 22.00,2.5
22732,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 22.00,2.5
22733,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 23.00,3
22734,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-09-2023 23.00,3
22735,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,11-09-2023 0.00,4
22736,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,11-09-2023 0.00,4
22737,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,11-09-2023 1.00,3.5
22738,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,11-09-2023 2.00,1
22739,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,11-09-2023 2.00,1
22740,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,14-09-2023 17.00,1.5
22741,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,14-09-2023 17.00,1.5
22742,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,14-09-2023 18.00,0.5
22743,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,14-09-2023 18.00,0.5
22744,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,14-09-2023 19.00,0.5
22745,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,14-09-2023 19.00,0.5
22746,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,14-09-2023 20.00,1
22747,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,14-09-2023 20.00,1
22748,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-09-2023 3.00,1
22749,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-09-2023 8.00,1
22750,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-09-2023 8.00,1
22751,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-09-2023 9.00,3
22752,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-09-2023 9.00,3
22753,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-09-2023 10.00,2
22754,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-09-2023 10.00,2
22755,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,17-09-2023 2.00,0.5
22756,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,17-09-2023 11.00,1
22757,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,17-09-2023 11.00,1
22758,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,17-09-2023 12.00,1
22759,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,17-09-2023 12.00,1
22760,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,19-09-2023 14.00,7.5
22761,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,29-09-2023 8.00,144
22762,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 13.00,1.5
22763,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 13.00,1.5
22764,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 14.00,1
22765,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 14.00,1
22766,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 15.00,12
22767,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 15.00,12
22768,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 16.00,8.5
22769,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 16.00,8.5
22770,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 17.00,0.5
22771,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 17.00,0.5
22772,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 19.00,0.5
22773,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 19.00,0.5
22774,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 20.00,0.5
22775,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 20.00,0.5
22776,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 21.00,0.5
22777,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-10-2023 21.00,0.5
22778,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,11-11-2023 5.00,0.5
22779,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,11-11-2023 5.00,0.5
22780,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,12-11-2023 15.00,0.5
22781,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,12-11-2023 15.00,0.5
22782,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,13-02-2024 20.00,48
22783,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-03-2024 16.00,136
22784,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,19-03-2024 10.00,57
22785,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,30-03-2024 22.00,0.5
22786,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,30-03-2024 22.00,0.5
22787,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,31-03-2024 0.00,0.5
22788,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,31-03-2024 0.00,0.5
22789,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,31-03-2024 14.00,288
22790,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,01-04-2024 9.00,1
22791,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,04-04-2024 8.00,1.5
22792,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,19-05-2024 17.00,0.5
22793,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,19-05-2024 17.00,0.5
22794,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,20-05-2024 12.00,0.5
22795,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,20-05-2024 12.00,0.5
22796,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,02-06-2024 7.00,0.5
22797,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,02-06-2024 7.00,0.5
22798,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,04-06-2024 0.00,0.5
22799,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,04-06-2024 0.00,0.5
22800,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,19-06-2024 20.00,0.5
22801,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,19-06-2024 22.00,0.5
22802,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,25-06-2024 18.00,0.5
22803,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,27-06-2024 11.00,0.5
22804,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,29-06-2024 5.00,0.5
22805,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,29-06-2024 19.00,0.5
22806,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,03-07-2024 2.00,0.5
22807,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,03-07-2024 16.00,0.5
22808,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,05-07-2024 9.00,0.5
22809,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,05-07-2024 14.00,88
22810,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,06-07-2024 8.00,0.5
22811,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,06-07-2024 8.00,12.5
22812,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,06-07-2024 9.00,160
22813,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,07-07-2024 8.00,0.5
22814,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,13-07-2024 5.00,17
22815,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,14-07-2024 4.00,0.5
22816,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,15-07-2024 18.00,0.5
22817,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-07-2024 13.00,215
22818,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-07-2024 21.00,0.5
22819,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,16-07-2024 21.00,0.5
22820,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,17-07-2024 12.00,0.5
22821,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,17-07-2024 22.00,0.5
22822,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,18-07-2024 0.00,53
22823,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,18-07-2024 5.00,0.5
22824,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,18-07-2024 11.00,305
22825,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,19-07-2024 2.00,0.5
22826,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,22-07-2024 8.00,0.5
22827,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,22-07-2024 20.00,0.5
22828,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,23-07-2024 3.00,0.5
22829,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,23-07-2024 5.00,289.5
22830,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,23-07-2024 18.00,0.5
22831,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,23-07-2024 18.00,0.5
22832,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,24-07-2024 8.00,0.5
22833,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,24-07-2024 8.00,0.5
22834,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,25-07-2024 6.00,0.5
22835,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,25-07-2024 6.00,0.5
22836,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,26-07-2024 15.00,0.5
22837,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,26-07-2024 15.00,0.5
22838,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,27-07-2024 10.00,0.5
22839,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,27-07-2024 10.00,0.5
22840,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,29-07-2024 6.00,0.5
22841,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,02-08-2024 10.00,0.5
22842,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,02-08-2024 10.00,0.5
22843,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,03-08-2024 7.00,0.5
22844,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,03-08-2024 20.00,0.5
22845,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,03-08-2024 20.00,0.5
22846,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,04-08-2024 16.00,0.5
22847,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,04-08-2024 16.00,0.5
22848,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,05-08-2024 14.00,0.5
22849,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,05-08-2024 14.00,0.5
22850,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,05-08-2024 22.00,0.5
22851,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,07-08-2024 2.00,0.5
22852,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,07-08-2024 7.00,0.5
22853,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,07-08-2024 7.00,0.5
22854,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,07-08-2024 11.00,84.5
22855,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,07-08-2024 16.00,0.5
22856,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,07-08-2024 16.00,0.5
22857,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,08-08-2024 10.00,0.5
22858,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,08-08-2024 10.00,0.5
22859,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,08-08-2024 18.00,0.5
22860,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,08-08-2024 23.00,0.5
22861,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,08-08-2024 23.00,0.5
22862,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,10-08-2024 15.00,0.5
22863,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,12-08-2024 10.00,0.5
22864,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,14-08-2024 9.00,0.5
22865,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,14-08-2024 9.00,0.5
22866,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,15-08-2024 10.00,0.5
22867,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,15-08-2024 10.00,0.5
22868,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,18-08-2024 18.00,0.5
22869,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,19-08-2024 19.00,0.5
22870,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,20-08-2024 3.00,0.5
22871,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,20-08-2024 21.00,0.5
22872,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,20-08-2024 21.00,0.5
22873,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,21-08-2024 17.00,0.5
22874,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,21-08-2024 17.00,0.5
22875,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,22-08-2024 0.00,0.5
22876,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,22-08-2024 20.00,0.5
22877,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,22-08-2024 20.00,0.5
22878,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,24-08-2024 11.00,0.5
22879,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,24-08-2024 11.00,0.5
22880,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,24-08-2024 15.00,0.5
22881,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,24-08-2024 15.00,0.5
22882,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,25-08-2024 18.00,0.5
22883,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,30-08-2024 6.00,0.5
22884,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,30-08-2024 6.00,0.5
22885,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,30-08-2024 16.00,72
22886,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,03-09-2024 0.00,0.5
22887,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,03-09-2024 0.00,0.5
22888,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,03-09-2024 15.00,0.5
22889,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,03-09-2024 15.00,0.5
22890,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,04-09-2024 10.00,0.5
22891,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,04-09-2024 10.00,0.5
22892,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,07-09-2024 13.00,0.5
22893,Lamgara,Uttarakhand,5,Uttarakhand,45,Almora,-,-,-,-,-,-,-,-,-,29.53866667,79.74994444,07-09-2024 13.00,0.5
