SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
3632,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,21-07-2025 7.00,1
3633,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,21-07-2025 8.00,0.5
3634,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,23-07-2025 4.00,1.5
3635,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,23-07-2025 5.00,0.5
3636,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,23-07-2025 8.00,1
3637,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,23-07-2025 9.00,3.5
3638,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,23-07-2025 10.00,4
3639,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,23-07-2025 11.00,1.5
3640,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,23-07-2025 11.00,1.5
3641,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,27-07-2025 6.00,1.5
3642,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,27-07-2025 6.00,1.5
3643,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,27-07-2025 7.00,3
3644,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,27-07-2025 7.00,3
3645,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-07-2025 6.00,3.5
3646,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-07-2025 7.00,4.5
3647,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-07-2025 8.00,4
3648,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-07-2025 9.00,4.5
3649,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-07-2025 10.00,0.5
3650,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-07-2025 11.00,0.5
3651,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-07-2025 12.00,1.5
3652,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-07-2025 13.00,0.5
3653,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-07-2025 14.00,0.5
3654,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-07-2025 15.00,1
3655,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,29-07-2025 16.00,0.5
3656,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,30-07-2025 0.00,2
3657,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,30-07-2025 4.00,1
3658,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,30-07-2025 5.00,5.5
3659,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,30-07-2025 6.00,1.5
3660,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,30-07-2025 7.00,2.5
3661,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,30-07-2025 8.00,0.5
3662,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,31-07-2025 7.00,0.5
3663,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,02-08-2025 14.00,0.5
3664,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,03-08-2025 20.00,0.5
3665,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,04-08-2025 10.00,0.5
3666,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,04-08-2025 15.00,0.5
3667,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,04-08-2025 18.00,7
3668,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,04-08-2025 19.00,14.5
3669,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,04-08-2025 20.00,1.5
3670,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-08-2025 2.00,0.5
3671,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-08-2025 17.00,0.5
3672,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-08-2025 19.00,6
3673,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-08-2025 20.00,1
3674,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-08-2025 21.00,1
3675,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,05-08-2025 23.00,5.5
3676,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 0.00,2
3677,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 1.00,1
3678,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 2.00,3
3679,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 3.00,12.5
3680,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 4.00,9
3681,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 5.00,25
3682,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 6.00,17.5
3683,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 6.00,17.5
3684,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 7.00,6
3685,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 8.00,4.5
3686,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 8.00,4.5
3687,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 9.00,4
3688,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 10.00,2.5
3689,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,06-08-2025 10.00,2.5
3690,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,09-08-2025 20.00,0.5
3691,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-08-2025 6.00,7.5
3692,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-08-2025 7.00,15
3693,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-08-2025 8.00,3.5
3694,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-08-2025 9.00,0.5
3695,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,10-08-2025 18.00,0.5
3696,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-08-2025 6.00,5.5
3697,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-08-2025 8.00,5.5
3698,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,11-08-2025 12.00,3
3699,Baijnath (Gomti),Uttarakhand,5,Uttarakhand,46,Bageshwar,-,-,-,-,-,-,-,-,-,29.90822222,79.61769444,23-08-2025 3.00,4
3700,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,11-09-2023 17.00,0.5
3701,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,11-09-2023 20.00,1
3702,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,11-09-2023 21.00,0.5
3703,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,13-09-2023 5.00,0.5
3704,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,14-09-2023 18.00,10
3705,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,14-09-2023 18.00,10
3706,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,14-09-2023 19.00,0.5
3707,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,14-09-2023 19.00,0.5
3708,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,14-09-2023 20.00,0.5
3709,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,14-09-2023 20.00,0.5
3710,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-09-2023 4.00,1
3711,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-09-2023 7.00,0.5
3712,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-09-2023 7.00,0.5
3713,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-09-2023 8.00,7.5
3714,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-09-2023 8.00,7.5
3715,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-09-2023 9.00,5.5
3716,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-09-2023 9.00,5.5
3717,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-09-2023 10.00,0.5
3718,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-09-2023 10.00,0.5
3719,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,17-09-2023 5.00,7
3720,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,17-09-2023 6.00,2.5
3721,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,19-09-2023 19.00,1.5
3722,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,20-09-2023 14.00,0.5
3723,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,20-09-2023 14.00,0.5
3724,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,21-09-2023 7.00,107.5
3725,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,22-09-2023 19.00,2
3726,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,22-09-2023 19.00,2
3727,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,22-09-2023 20.00,3.5
3728,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,22-09-2023 20.00,3.5
3729,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,22-09-2023 21.00,1
3730,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,22-09-2023 21.00,1
3731,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,22-09-2023 22.00,0.5
3732,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,22-09-2023 22.00,0.5
3733,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,10-10-2023 17.00,0.5
3734,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,10-10-2023 17.00,0.5
3735,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-10-2023 13.00,1
3736,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-10-2023 13.00,1
3737,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-10-2023 15.00,1.5
3738,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-10-2023 15.00,1.5
3739,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 14.00,3
3740,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 14.00,3
3741,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 15.00,4
3742,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 15.00,4
3743,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 16.00,4.5
3744,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 16.00,4.5
3745,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 17.00,0.5
3746,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 17.00,0.5
3747,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 18.00,0.5
3748,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 18.00,0.5
3749,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 19.00,0.5
3750,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-10-2023 19.00,0.5
3751,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,17-10-2023 19.00,2.5
3752,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,17-10-2023 20.00,1.5
3753,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,17-10-2023 21.00,2
3754,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,10-11-2023 22.00,1.5
3755,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,10-11-2023 22.00,1.5
3756,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,10-11-2023 23.00,1
3757,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,11-11-2023 1.00,1
3758,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,11-11-2023 1.00,1
3759,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,11-11-2023 2.00,0.5
3760,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,11-11-2023 4.00,0.5
3761,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,11-11-2023 4.00,0.5
3762,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,11-11-2023 5.00,0.5
3763,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,11-11-2023 5.00,0.5
3764,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,05-12-2023 0.00,4
3765,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,05-12-2023 1.00,3
3766,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,12-12-2023 16.00,2.5
3767,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,12-12-2023 16.00,2.5
3768,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,12-12-2023 19.00,0.5
3769,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,12-12-2023 19.00,0.5
3770,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,13-12-2023 5.00,1
3771,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,17-12-2023 1.00,444
3772,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,18-12-2023 9.30,239.5
3773,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,22-12-2023 11.00,0.5
3774,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,23-12-2023 5.30,-85
3775,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,23-12-2023 6.30,343.5
3776,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,25-01-2024 23.00,36
3777,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,31-01-2024 18.00,1
3778,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,31-01-2024 19.00,0.5
3779,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 4.00,3.5
3780,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 5.00,2
3781,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 6.00,3.5
3782,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 7.00,1
3783,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 8.00,0.5
3784,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 13.00,1.5
3785,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 14.00,0.5
3786,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 15.00,3
3787,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 16.00,3.5
3788,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 17.00,2
3789,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 20.00,0.5
3790,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,01-02-2024 21.00,0.5
3791,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,04-02-2024 9.00,1
3792,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,04-02-2024 9.00,1
3793,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,04-02-2024 10.00,2
3794,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,04-02-2024 10.00,2
3795,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,04-02-2024 11.00,2
3796,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,04-02-2024 11.00,2
3797,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,04-02-2024 12.00,0.5
3798,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,04-02-2024 12.00,0.5
