SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Telemetry Hourly Rainfall (mm)
644,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,10-08-2026 21.00,1
645,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,13-08-2026 20.00,3
646,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,13-08-2026 21.00,0.5
647,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,14-08-2026 15.00,1
648,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,14-08-2026 16.00,1
649,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,14-08-2026 17.00,0.5
650,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,14-08-2026 18.00,0.5
651,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,14-08-2026 23.00,0.5
652,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-08-2026 0.00,2.5
653,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-08-2026 3.00,9
654,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-08-2026 4.00,17
655,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-08-2026 5.00,15
656,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-08-2026 6.00,25
657,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-08-2026 7.00,13.5
658,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-08-2026 8.00,4
659,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-08-2026 9.00,0.5
660,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,15-08-2026 10.00,1
661,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-08-2026 0.00,0.5
662,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-08-2026 1.00,14
663,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-08-2026 2.00,13.5
664,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-08-2026 3.00,4.5
665,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-08-2026 16.00,4
666,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-08-2026 17.00,10.5
667,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-08-2026 18.00,7.5
668,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-08-2026 19.00,15.5
669,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-08-2026 20.00,27.5
670,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,16-08-2026 21.00,11
671,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,17-08-2026 16.00,0.5
672,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,17-08-2026 17.00,1.5
673,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,17-08-2026 18.00,7.5
674,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,17-08-2026 19.00,3
675,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,17-08-2026 20.00,1.5
676,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,18-08-2026 6.00,0.5
677,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,18-08-2026 8.00,0.5
678,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,19-08-2026 15.00,5
679,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,19-08-2026 22.00,0.5
680,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,20-08-2026 14.00,0.5
681,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,20-08-2026 21.00,1
682,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,20-08-2026 22.00,23
683,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,20-08-2026 23.00,6.5
684,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,21-08-2026 0.00,12
685,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,21-08-2026 1.00,4.5
686,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,21-08-2026 2.00,0.5
687,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,21-08-2026 8.00,4
688,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,21-08-2026 9.00,1
689,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,21-08-2026 21.00,2
690,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,21-08-2026 22.00,23
691,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,21-08-2026 23.00,0.5
692,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,23-08-2026 2.00,12
693,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,23-08-2026 3.00,36.5
694,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,23-08-2026 4.00,5.5
695,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,23-08-2026 5.00,3.5
696,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,23-08-2026 7.00,1
697,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,23-08-2026 8.00,1
698,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,24-08-2026 8.00,0.5
699,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,24-08-2026 9.00,1.5
700,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,24-08-2026 10.00,3
701,Basukedar,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.43919444,79.05633333,24-08-2026 11.00,1.5
702,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,28-05-2026 20.00,0.5
703,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,28-05-2026 22.00,0.5
704,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,11-06-2026 11.00,0.5
705,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,12-06-2026 9.00,0.5
706,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,13-06-2026 14.00,0.5
707,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,15-06-2026 18.00,0.5
708,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,19-06-2026 15.00,0.5
709,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,19-06-2026 16.00,0.5
710,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,22-06-2026 14.00,0.5
711,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,22-06-2026 15.00,0.5
712,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,22-06-2026 16.00,0.5
713,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,29-06-2026 14.00,0.5
714,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,30-06-2026 15.00,0.5
715,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,01-07-2026 19.00,0.5
716,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,02-07-2026 23.00,0.5
717,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,05-07-2026 6.00,0.5
718,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,06-07-2026 19.00,0.5
719,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,08-07-2026 20.00,0.5
720,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,11-07-2026 7.00,0.5
721,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,17-07-2026 1.00,1
722,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,17-07-2026 2.00,0.5
723,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,17-07-2026 3.00,0.5
724,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,17-07-2026 4.00,0.5
725,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,17-07-2026 6.00,0.5
726,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,17-07-2026 7.00,0.5
727,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,17-07-2026 9.00,0.5
728,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,17-07-2026 13.00,0.5
729,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,18-07-2026 20.00,0.5
730,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,18-07-2026 23.00,0.5
731,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,19-07-2026 1.00,0.5
732,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,19-07-2026 3.00,0.5
733,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,19-07-2026 5.00,0.5
734,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,19-07-2026 9.00,0.5
735,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,19-07-2026 17.00,0.5
736,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,20-07-2026 5.00,0.5
737,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,20-07-2026 17.00,0.5
738,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,21-07-2026 11.00,0.5
739,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,22-07-2026 16.00,0.5
740,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,24-07-2026 8.00,0.5
741,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,26-07-2026 11.00,0.5
742,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,29-07-2026 2.00,0.5
743,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,01-08-2026 6.00,0.5
744,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,05-08-2026 12.00,0.5
745,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,10-08-2026 15.00,0.5
746,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,18-08-2026 15.00,0.5
747,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,24-08-2026 9.00,0.5
748,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,31-08-2026 15.00,0.5
749,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,05-09-2026 1.00,0.5
750,Champawat_1,Uttarakhand,5,Uttarakhand,48,Champawat,-,-,-,-,-,-,-,-,-,29.33341667,80.08469444,12-09-2026 6.00,0.5
751,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,29-01-2026 4.00,24
752,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,24-04-2026 17.00,156
753,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,23-06-2026 11.00,6
754,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,23-06-2026 12.00,4.5
755,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,25-06-2026 2.00,2
756,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,25-06-2026 3.00,1
757,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,25-06-2026 4.00,1
758,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,25-06-2026 5.00,1
759,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,25-06-2026 8.00,0.5
760,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,26-06-2026 3.00,1.5
761,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,26-06-2026 4.00,0.5
762,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,30-06-2026 2.00,6
763,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,30-06-2026 3.00,3
764,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,30-06-2026 4.00,4
765,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,30-06-2026 6.00,0.5
766,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,30-06-2026 18.00,0.5
767,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,30-06-2026 19.00,4.5
768,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,01-07-2026 5.00,2.5
769,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,01-07-2026 6.00,1.5
770,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,01-07-2026 7.00,1
771,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,01-07-2026 8.00,0.5
772,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,01-07-2026 10.00,1
773,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,01-07-2026 13.00,0.5
774,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,01-07-2026 16.00,1.5
775,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,01-07-2026 17.00,0.5
776,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,02-07-2026 0.00,0.5
777,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,02-07-2026 1.00,5
778,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,02-07-2026 2.00,3.5
779,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,02-07-2026 3.00,2.5
780,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,02-07-2026 4.00,3
781,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,02-07-2026 5.00,2.5
782,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,02-07-2026 6.00,2.5
783,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,02-07-2026 7.00,1.5
784,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,02-07-2026 8.00,5
785,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,02-07-2026 9.00,3.5
786,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,02-07-2026 10.00,0.5
787,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,03-07-2026 21.00,4.5
788,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,03-07-2026 22.00,1
789,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,03-07-2026 23.00,1.5
790,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,04-07-2026 0.00,1
791,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,05-07-2026 3.00,1
792,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,05-07-2026 4.00,14.5
793,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,05-07-2026 6.00,0.5
794,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,05-07-2026 23.00,0.5
795,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,06-07-2026 1.00,0.5
796,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,06-07-2026 2.00,4.5
797,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,06-07-2026 3.00,0.5
798,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,06-07-2026 4.00,7
799,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,06-07-2026 16.00,1.5
800,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,06-07-2026 17.00,2.5
801,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,07-07-2026 12.00,0.5
802,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,08-07-2026 5.00,1
803,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,08-07-2026 6.00,16
804,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,08-07-2026 7.00,2
805,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,08-07-2026 8.00,0.5
806,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,08-07-2026 9.00,1.5
807,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,08-07-2026 10.00,0.5
808,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,08-07-2026 12.00,1
809,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,08-07-2026 13.00,2
810,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,08-07-2026 14.00,1
811,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,08-07-2026 15.00,1
812,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,08-07-2026 16.00,0.5
813,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,09-07-2026 1.00,1.5
814,Chandranagar_1,Uttarakhand,5,Uttarakhand,54,Rudraprayag,-,-,-,-,-,-,-,-,-,30.41541667,79.06208333,09-07-2026 2.00,1.5
