station,district,latitude,longitude,datetime,discharge_m3s,valid_observations,data_completeness
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 07:00:00,27.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 08:00:00,26.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 09:00:00,27.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 10:00:00,27.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 11:00:00,27.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 12:00:00,23.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 13:00:00,22.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 14:00:00,24.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 15:00:00,25.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 16:00:00,26.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 17:00:00,26.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 18:00:00,25.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 19:00:00,24.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 20:00:00,23.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 21:00:00,25.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 22:00:00,26.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-07 23:00:00,25.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 00:00:00,24.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 01:00:00,23.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 02:00:00,24.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 03:00:00,23.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 04:00:00,25.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 05:00:00,24.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 06:00:00,25.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 07:00:00,23.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 08:00:00,26.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 09:00:00,24.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 10:00:00,24.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 11:00:00,23.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 12:00:00,23.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 13:00:00,23.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 14:00:00,24.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 15:00:00,15.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 16:00:00,24.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 17:00:00,24.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 18:00:00,23.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 19:00:00,24.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 20:00:00,24.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 21:00:00,25.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 22:00:00,25.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-08 23:00:00,25.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 00:00:00,25.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 01:00:00,24.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 02:00:00,26.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 03:00:00,27.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 04:00:00,24.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 05:00:00,25.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 06:00:00,26.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 07:00:00,24.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 08:00:00,27.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 09:00:00,26.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 10:00:00,26.0,3,partial_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 11:00:00,25.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 12:00:00,17.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 13:00:00,24.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 14:00:00,26.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 15:00:00,25.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 16:00:00,25.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 17:00:00,25.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 18:00:00,26.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 19:00:00,25.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 20:00:00,24.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 21:00:00,25.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 22:00:00,26.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-09 23:00:00,24.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 00:00:00,25.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 01:00:00,24.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 02:00:00,23.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 03:00:00,25.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 04:00:00,22.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 05:00:00,24.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 06:00:00,23.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 07:00:00,26.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 08:00:00,25.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 09:00:00,26.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 10:00:00,10.0,3,partial_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 11:00:00,28.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 12:00:00,26.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 13:00:00,25.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 14:00:00,28.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 15:00:00,28.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 16:00:00,32.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 17:00:00,28.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 18:00:00,28.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 19:00:00,26.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 20:00:00,26.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 21:00:00,27.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 22:00:00,26.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-10 23:00:00,27.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 00:00:00,25.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 01:00:00,24.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 02:00:00,26.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 03:00:00,25.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 04:00:00,25.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 05:00:00,26.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 06:00:00,27.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 07:00:00,26.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 08:00:00,29.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 09:00:00,33.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 10:00:00,33.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 11:00:00,30.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 12:00:00,33.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 13:00:00,32.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 14:00:00,33.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 15:00:00,31.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 16:00:00,23.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 17:00:00,25.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 18:00:00,27.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 19:00:00,28.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 20:00:00,28.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 21:00:00,31.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 22:00:00,31.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-11 23:00:00,29.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 00:00:00,30.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 01:00:00,30.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 02:00:00,27.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 03:00:00,31.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 04:00:00,30.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 05:00:00,30.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 06:00:00,31.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 07:00:00,34.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 08:00:00,34.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 09:00:00,37.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 10:00:00,37.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 11:00:00,33.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 12:00:00,34.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 13:00:00,34.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 14:00:00,35.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 15:00:00,34.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 16:00:00,28.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 17:00:00,33.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 18:00:00,31.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 19:00:00,33.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 20:00:00,32.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 21:00:00,32.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 22:00:00,31.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-12 23:00:00,30.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 00:00:00,26.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 01:00:00,33.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 02:00:00,34.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 03:00:00,34.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 04:00:00,34.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 05:00:00,35.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 06:00:00,36.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 07:00:00,38.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 08:00:00,40.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 09:00:00,42.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 10:00:00,14.666666666666666,3,partial_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 11:00:00,41.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 12:00:00,41.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 13:00:00,41.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 14:00:00,39.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 15:00:00,39.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 16:00:00,31.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 17:00:00,25.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 18:00:00,40.666666666666664,3,partial_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 19:00:00,34.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 20:00:00,41.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 21:00:00,39.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 22:00:00,37.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-13 23:00:00,36.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 00:00:00,38.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 01:00:00,38.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 02:00:00,33.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 03:00:00,39.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 04:00:00,42.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 05:00:00,44.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 06:00:00,49.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 07:00:00,52.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 08:00:00,55.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 09:00:00,55.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 10:00:00,53.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 11:00:00,51.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 12:00:00,51.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 13:00:00,49.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 14:00:00,50.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 15:00:00,48.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 16:00:00,45.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 17:00:00,30.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 18:00:00,41.666666666666664,3,partial_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 19:00:00,43.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 20:00:00,40.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 21:00:00,43.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 22:00:00,43.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-14 23:00:00,43.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 00:00:00,41.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 01:00:00,40.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 02:00:00,35.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 03:00:00,45.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 04:00:00,47.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 05:00:00,47.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 06:00:00,52.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 07:00:00,60.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 08:00:00,63.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 09:00:00,63.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 10:00:00,61.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 11:00:00,60.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-15 12:00:00,58.0,3,partial_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 12:00:00,45.0,1,partial_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 13:00:00,47.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 14:00:00,46.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 15:00:00,46.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 16:00:00,40.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 17:00:00,33.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 18:00:00,36.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 19:00:00,33.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 20:00:00,34.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 21:00:00,33.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 22:00:00,36.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-16 23:00:00,35.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 00:00:00,36.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 01:00:00,36.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 02:00:00,37.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 03:00:00,37.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 04:00:00,42.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 05:00:00,42.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 06:00:00,48.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 07:00:00,50.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 08:00:00,52.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 09:00:00,53.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 10:00:00,50.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 11:00:00,48.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 12:00:00,48.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 13:00:00,47.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 14:00:00,49.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 15:00:00,47.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 16:00:00,46.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 17:00:00,45.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 18:00:00,44.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 19:00:00,44.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 20:00:00,44.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 21:00:00,40.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 22:00:00,41.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-17 23:00:00,35.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 00:00:00,35.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 01:00:00,35.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 02:00:00,37.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 03:00:00,40.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 04:00:00,43.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 05:00:00,47.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 06:00:00,55.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 07:00:00,57.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 08:00:00,59.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 09:00:00,60.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 10:00:00,61.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 11:00:00,61.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 12:00:00,44.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 13:00:00,58.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 14:00:00,58.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 15:00:00,58.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 16:00:00,58.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 17:00:00,56.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 18:00:00,56.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 19:00:00,55.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 20:00:00,53.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 21:00:00,51.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 22:00:00,52.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-18 23:00:00,54.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-19 00:00:00,55.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-19 01:00:00,55.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-19 02:00:00,56.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-19 03:00:00,58.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-19 04:00:00,56.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-19 05:00:00,59.25,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-19 06:00:00,59.0,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-19 07:00:00,59.5,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-19 08:00:00,58.75,4,complete_hour
Karnaprayag (P),Chamoli,30.2525,79.22138889,2023-06-19 09:00:00,60.25,4,complete_hour
