sl_no,slide_no,state,district,location_details,latitude,longitude,material_movement_history_raw
33949,UK/RUD/53J15/2015/1012,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.373704,78.896325,Rock cum Debris Slide NA
33950,UK/RUD/53J15/2015/1001,Uttarakhand,Rudraprayag,Mayali-Tilwara Road (SH-15),30.373738,78.903886,Debris Slide NA
33951,UK/CHA/53N03/2015/830,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.37375,79.226639,Rock Slide NA
33952,UK/RUD/53J15/2015/1011,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.374063,78.895855,Debris Slide NA
33953,UK/RUD/53J15/2015/1013,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.374225,78.904543,Debris Slide NA
33954,UK/TEH/53J03/2015/1976,Uttarakhand,Tehri Garhwal,Maldeota-Dhumkot road,30.3745,78.154185,Rock Slide NA
33955,UK/RUD/53J15/2015/1010,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.375091,78.895827,Debris Slide NA
33956,UK/TEH/53J11/2015/2100,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.375383,78.506109,Rock cum Debris Slide NA
33957,UK/CHA/53N11/2018/20,Uttarakhand,Chamoli,Gauna Nandprayag-Ganai,30.375886,79.502274,Rock cum debris Slide NA
33958,UK/RUD/53N03/2015/799,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.375944,79.010639,Rock Slide NA
33959,UK/RUD/53J15/2015/999,Uttarakhand,Rudraprayag,Mayali-Tilwara Road (SH-15),30.375985,78.896617,Debris Slide NA
33960,UK/TEH/53J11/2015/2103,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.376082,78.523113,Debris Slide NA
33961,UK/TEH/53J11/2015/2150,Uttarakhand,Tehri Garhwal,Gadolia-Ghansyali (SH-8),30.376171,78.588619,Debris Slide NA
33962,UK/RUD/53J15/2015/1009,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.376411,78.893652,Rock cum Debris Slide NA
33963,UK/TEH/53J11/2015/2099,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.376693,78.506339,Debris Slide NA
33964,UK/RUD/53J15/2015/1008,Uttarakhand,Rudraprayag,Tilwara-Mayali Road (SH-15),30.376741,78.890933,Rock Fall NA
33965,UK/TEH/53J11/2015/2101,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.37679,78.515921,Debris Slide NA
33966,UK/CHA/53N11/2018/21,Uttarakhand,Chamoli,Gauna Nandprayag-Ganai,30.376799,79.503848,Rock cum debris Slide NA
33967,UK/CHA/53N03/2015/804,Uttarakhand,Chamoli,Tiwara-Pokhri road,30.377175,79.123847,Rock Slide NA
33968,UK/TEH/53J03/2015/1982,Uttarakhand,Tehri Garhwal,Maldeota-Dhumkot road,30.377186,78.160354,Rock cum Debris Slide NA
33969,UK/RUD/53J15/2015/998,Uttarakhand,Rudraprayag,Mayali-Tilwara Road (SH-15),30.377362,78.895729,Debris Slide NA
33970,UK/TEH/53J11/2015/2102,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.377506,78.517044,Debris Slide NA
33971,UK/CHA/53N07/2013/0061,Uttarakhand,Chamoli,UK_CHA_MDR_ 061 Near Sonla village,30.378194,79.291889,Debris Slide 16th-17th June 2013
33972,UK/TEH/53J11/2015/2151,Uttarakhand,Tehri Garhwal,Gadolia-Ghansyali (SH-8),30.378295,78.59193,Rock cum Debris Slide NA
33973,UK/TEH/53J11/2015/2098,Uttarakhand,Tehri Garhwal,Gadolia -Simlasu-Tipri road (SH8),30.378385,78.504095,Debris Slide NA
33974,UK/RUD/53J15/2015/1019,Uttarakhand,Rudraprayag,Panjan-Taila Road,30.378534,78.956328,Debris Slide NA
33975,UK/CHA/53N07/2015/1232,Uttarakhand,Chamoli,,30.378639,79.283833,Rock Slide NA
33976,UK/CHA/53N03/2015/805,Uttarakhand,Chamoli,Tiwara-Pokhri road,30.379583,79.159944,Rock Slide NA
33977,UK/CHA/53N07/2013/0060,Uttarakhand,Chamoli,"UK_CHA_MDR_ 060 Chainage 49km, (0 km at Pokhri)",30.38,79.294806,Debris Subsidence 16th-17th June 2013
33978,UK/RUD/53J15/2015/1022,Uttarakhand,Rudraprayag,Taila-Dharkot Road,30.380179,78.938848,Rock Slide 2013
33979,UK/RUD/53J15/2015/1021,Uttarakhand,Rudraprayag,Taila-Dharkot Road,30.380214,78.941573,Rock cum Debris Slide 2013
33980,UK/TEH/53J15/2015/965,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.380358,78.772528,Rock Slide NA
33981,UK/RUD/53J15/2015/1020,Uttarakhand,Rudraprayag,Taila-Dharkot Road,30.380889,78.944874,Rock cum Debris Slide NA
33982,UK/RUD/53N03/2015/863,Uttarakhand,Rudraprayag,NH-109,30.381448,79.005735,Debris Slide 2013
33983,UK/TEH/53J15/2015/966,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.381528,78.790101,Rock Slide NA
33984,UK/DEH/53J03/2015/2044,Uttarakhand,Dehradun,Birpara-Haldwala road,30.381585,78.019495,Debris Slide NA
33985,UK/CHA/53N03/2013/0065,Uttarakhand,Chamoli,UK_CHA_MDR_,65,30.381833,79.22175 Debris Slide 16th-17th June 2013
33986,UK/TEH/53J15/2015/964,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.381912,78.767556,Rock Slide NA
33987,UK/RUD/53J15/2015/985,Uttarakhand,Rudraprayag,Chirpatyakhal-Mayali Road (SH15),30.381953,78.893465,Debris Slide NA
33988,UK/CHA/53N03/2015/803,Uttarakhand,Chamoli,Tiwara-Pokhri road,30.382152,79.118456,Rock Slide NA
33989,UK/CHA/53N03/2015/802,Uttarakhand,Chamoli,Kanchouri,30.382639,79.114472,Rock Slide NA
33990,UK/DEH/53J03/2015/2045,Uttarakhand,Dehradun,Birpara-Haldwala road,30.382698,78.020411,Debris Slide NA
33991,UK/TEH/53J15/2015/963,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.382947,78.764732,Rock Slide NA
33992,UK/TEH/53J15/2015/962,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.383434,78.762719,Rock Slide NA
33993,UK/TEH/53J15/2015/961,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.383665,78.762226,Rock Slide NA
33994,UK/TEH/53J11/2015/2114,Uttarakhand,Tehri Garhwal,Gadolia -Rajakhet-Khathol,30.383922,78.542938,Debris Slide NA
33995,UK/DEH/53J03/2015/2067,Uttarakhand,Dehradun,Dehradun-Motidhara RF road,30.38407,78.121335,Rock Slide NA
33996,UK/TEH/53J15/2015/971,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.384316,78.815909,Rock Slide NA
33997,UK/TEH/53J15/2015/973,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.384538,78.83414,Rock cum Debris Slide NA
33998,UK/DEH/53F15/2015/518,Uttarakhand,Dehradun,Kinswalgaon - Nakatpur,30.384594,77.97841,Debris Slide NA
33999,UK/TEH/53J15/2015/960,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.384706,78.761137,Rock Slide NA
34000,UK/TEH/53J03/2015/2002,Uttarakhand,Tehri Garhwal,Maldeota-Dhumkot road,30.385,78.174694,Rock Slide NA
34001,UK/TEH/53J11/2015/2127,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.385333,78.551583,Debris Slide NA
34002,UK/TEH/53J03/2015/2003,Uttarakhand,Tehri Garhwal,Maldeota-Dhumkot road,30.385379,78.167128,Rock Slide NA
34003,UK/DEH/53J03/2015/2046,Uttarakhand,Dehradun,Birpara-Haldwala road,30.385398,78.022625,Debris Slide NA
34004,UK/TEH/53J11/2015/2122,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.385542,78.579755,Debris Slide NA
34005,UK/TEH/53J15/2015/959,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.38558,78.759448,Rock Slide NA
34006,UK/DEH/53J03/2015/2037,Uttarakhand,Dehradun,GhatiKhola-Chauran road,30.385846,78.061977,Debris Slide NA
34007,UK/TEH/53J11/2015/2123,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.386061,78.57937,Debris Slide NA
34008,UK/TEH/53J15/2015/958,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.386107,78.757178,Rock cum Debris Slide NA
34009,UK/TEH/53J11/2015/2125,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.386282,78.57549,Debris Slide NA
34010,UK/CHA/53N07/2015/1220,Uttarakhand,Chamoli,,30.386355,79.413495,Debris Slide NA
34011,UK/DEH/53F15/2015/517,Uttarakhand,Dehradun,Kinswalgaon - Nakatpur,30.386521,77.979554,Debris Subsidence NA
34012,UK/TEH/53J11/2015/2126,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.386755,78.571594,Debris Slide NA
34013,UK/DEH/53F15/2015/516,Uttarakhand,Dehradun,Kinswalgaon - Nakatpur,30.386836,77.982869,Debris Slide NA
34014,UK/TEH/53J11/2015/2121,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.386836,78.581647,Debris Slide NA
34015,UK/CHA/53N03/2015/822,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.386944,79.198083,Rock Slide NA
34016,UK/CHA/53N03/2015/829,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.38703,79.214833,Rock Slide NA
34017,UK/TEH/53J11/2015/2124,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.387476,78.578171,Debris Slide NA
34018,UK/RUD/53J15/2015/984,Uttarakhand,Rudraprayag,Chirpatyakhal-Mayali Road (SH15),30.387508,78.881425,Rock Slide NA
34019,UK/DEH/53F15/2015/515,Uttarakhand,Dehradun,Kinswalgaon - Nakatpur,30.387929,77.984044,Debris Subsidence NA
34020,UK/TEH/53J15/2015/970,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.388011,78.816508,Debris Slide NA
34021,UK/DEH/53J03/2015/2001,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.388074,78.174466,Rock Slide NA
34022,UK/DEH/53J03/2015/2036,Uttarakhand,Dehradun,GhatiKhola-Chauran road,30.388283,78.05945,Debris Slide NA
34023,UK/DEH/53F15/2015/514,Uttarakhand,Dehradun,Kinswalgaon - Nakatpur,30.388444,77.984202,Debris Subsidence NA
34024,UK/DEH/53J03/2015/2000,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.388889,78.175639,Rock cum Debris Slide NA
34025,UK/CHA/53N07/2015/1231,Uttarakhand,Chamoli,,30.389639,79.299972,Rock Slide NA
34026,UK/RUD/53J15/2015/1018,Uttarakhand,Rudraprayag,Panjan-Taila Road,30.389899,78.936044,Rock Slide NA
34027,UK/DEH/53J03/2015/2047,Uttarakhand,Dehradun,Birpara-Haldwala road,30.390318,78.027033,Debris Slide NA
34028,UK/CHA/53N03/2015/823,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.390556,79.200667,Rock Slide NA
34029,UK/TEH/53J11/2015/2162,Uttarakhand,Tehri Garhwal,Ghansyali-Kothi,30.390584,78.738462,Rock cum Debris Slide NA
34030,UK/TEH/53J11/2015/2161,Uttarakhand,Tehri Garhwal,Ghansyali-Kothi,30.390658,78.738049,Rock Slide NA
34031,UK/TEH/53J15/2015/969,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.390838,78.818987,Rock Slide NA
34032,UK/TEH/53J11/2015/2111,Uttarakhand,Tehri Garhwal,Gadolia -Rajakhet-Khathol,30.390867,78.516755,Debris Slide NA
34033,UK/TEH/53J11/2015/2115,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.391103,78.584183,Rock cum Debris Slide NA
34034,UK/TEH/53J11/2015/2160,Uttarakhand,Tehri Garhwal,Ghansyali-Kothi,30.391177,78.735952,Debris Slide NA
34035,UK/TEH/53J15/2015/972,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.391191,78.828239,Rock cum Debris Slide NA
34036,UK/TEH/53J15/2015/967,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.391289,78.797175,Rock Slide NA
34037,UK/TEH/53J11/2015/2128,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.391485,78.560475,Debris Slide NA
34038,UK/DEH/53J03/2015/1990,Uttarakhand,Dehradun,Sahasdharadhara Majara road,30.391531,78.135094,Rock cum Debris Slide NA
34039,UK/RUD/53J15/2015/975,Uttarakhand,Rudraprayag,Kanda-Chirpatyakhal Road (SH15),30.391674,78.838334,Debris Slide NA
34040,UK/TEH/53J15/2015/974,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.39182,78.837187,Rock Slide NA
34041,UK/TEH/53J11/2015/2112,Uttarakhand,Tehri Garhwal,Gadolia -Rajakhet-Khathol,30.391974,78.522244,Rock cum Debris Slide NA
34042,UK/TEH/53J15/2015/968,Uttarakhand,Tehri Garhwal,Kanda-Chirpatyakhal Road (SH15),30.39212,78.818267,Rock Slide NA
34043,UK/TEH/53J11/2015/2113,Uttarakhand,Tehri Garhwal,Gadolia -Rajakhet-Khathol,30.392637,78.524516,Rock cum Debris Slide NA
34044,UK/TEH/53J11/2015/2159,Uttarakhand,Tehri Garhwal,Ghansyali-Kothi,30.392841,78.73521,Rock cum Debris Slide NA
34045,UK/DEH/53J03/2015/1989,Uttarakhand,Dehradun,Sahasdharadhara Majara road,30.393437,78.135086,Rock Slide NA
34046,UK/RUD/53N03/2015/864,Uttarakhand,Rudraprayag,Vijaynagar,30.393556,79.030528,Debris Slide 2013
34047,UK/TEH/53J11/2015/2120,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.39371,78.584478,Debris Slide NA
34048,UK/RUD/53N03/2015/865,Uttarakhand,Rudraprayag,NH-109,30.393917,79.031861,Debris Slide 2013
34049,UK/TEH/53J11/2015/2129,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.394119,78.546067,Debris Slide NA
34050,UK/TEH/53J11/2015/2203,Uttarakhand,Tehri Garhwal,Ghansyali-Gadolia,30.394149,78.59525,Debris Slide NA
34051,UK/TEH/53J11/2015/2130,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.394778,78.545611,Debris Slide NA
34052,UK/CHA/53N07/2013/0032,Uttarakhand,Chamoli,UK_CHA_NH_ 032 Chamoli/Gopeshaver (Right bank of Alaknanda),30.395194,79.325556,Debris Flow 16th-17th June 2013
34053,UK/CHA/53N03/2015/828,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.395202,79.212189,Rock Slide NA
34054,UK/CHA/53N03/2015/824,Uttarakhand,Chamoli,Syalna,30.395297,79.203102,Rock Slide NA
34055,UK/CHA/53N03/2015/827,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.395972,79.209056,Rock Slide NA
34056,UK/RUD/53J15/2015/983,Uttarakhand,Rudraprayag,Chirpatyakhal-Mayali Road (SH15),30.395981,78.881113,Debris Slide NA
34057,UK/DEH/53J03/2015/2048,Uttarakhand,Dehradun,Birpara-Haldwala road,30.396173,78.030646,Debris Slide NA
34058,UK/TEH/53J11/2015/2152,Uttarakhand,Tehri Garhwal,Gadolia-Ghansyali (SH-8),30.396472,78.603444,Debris Slide NA
34059,UK/DEH/53J03/2015/1988,Uttarakhand,Dehradun,Sahasdharadhara Majara road,30.396497,78.139568,Rock cum Debris Slide NA
34060,UK/TEH/53J11/2015/2131,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.3967,78.544914,Debris Slide NA
34061,UK/RUD/53J15/2015/982,Uttarakhand,Rudraprayag,Chirpatyakhal-Mayali Road (SH15),30.397114,78.881916,Debris Slide NA
34062,UK/CHA/53N03/2015/826,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.397122,79.208642,Rock Slide NA
34063,UK/CHA/53N03/2015/825,Uttarakhand,Chamoli,Pokhri-Nandprayag road,30.397344,79.208298,Rock Slide NA
34064,UK/RUD/53J15/2015/981,Uttarakhand,Rudraprayag,Chirpatyakhal-Mayali Road (SH15),30.397562,78.880935,Rock Slide NA
34065,UK/DEH/53F15/2015/513,Uttarakhand,Dehradun,Kinswalgaon - Nakatpur,30.397565,77.988362,Debris Subsidence NA
34066,UK/RUD/53J15/2015/986,Uttarakhand,Rudraprayag,Mayali-Jakholi Road,30.397575,78.885502,Rock Slide NA
34067,UK/RUD/53J15/2015/980,Uttarakhand,Rudraprayag,Chirpatyakhal-Mayali Road (SH15),30.397972,78.880502,Rock Slide NA
34068,UK/TEH/53J11/2015/2132,Uttarakhand,Tehri Garhwal,Rajakhet-Nelra,30.398,78.526711,Debris Slide NA
34069,UK/DEH/53J03/2015/1995,Uttarakhand,Dehradun,Maldeota-Phulet road,30.398213,78.182831,Rock Slide NA
34070,UK/DEH/53J03/2015/1999,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.398303,78.179089,Rock cum Debris Slide NA
34071,UK/TEH/53J11/2015/2109,Uttarakhand,Tehri Garhwal,Gadolia -Rajakhet-Khathol,30.398647,78.504166,Debris Slide NA
34072,UK/TEH/53J11/2015/2145,Uttarakhand,Tehri Garhwal,Bisatali-Rajakhet,30.398809,78.515734,Debris Slide NA
34073,UK/RUD/53J15/2015/989,Uttarakhand,Rudraprayag,Jakholi-Bajra Road,30.39898,78.881946,Rock Slide NA
34074,UK/RUD/53J15/2015/988,Uttarakhand,Rudraprayag,Mayali-Jakholi Road,30.39906,78.88426,Rock cum Debris Slide NA
34075,UK/RUD/53J15/2015/987,Uttarakhand,Rudraprayag,Mayali-Jakholi Road,30.39911,78.884818,Rock cum Debris Slide NA
34076,UK/TEH/53J03/2015/2025,Uttarakhand,Tehri Garhwal,Dehradun-Motidhara RF road,30.399273,78.199711,Rock Slide NA
34077,UK/DEH/53J03/2015/1992,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.399444,78.196667,Rock Slide NA
34078,UK/DEH/53J03/2015/1993,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.399629,78.195199,Rock Slide NA
34079,UK/TEH/53J11/2015/2117,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.399865,78.588802,Rock Slide NA
34080,UK/RUD/53J15/2015/1014,Uttarakhand,Rudraprayag,Jakholi-Guptkashi Road,30.399914,78.908946,Rock cum Debris Slide NA
34081,UK/CHA/53N07/2015/1248,Uttarakhand,Chamoli,,30.400278,79.397222,Rock Slide NA
34082,UK/TEH/53J11/2015/2119,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.400444,78.583111,Rock cum Debris Slide NA
34083,UK/TEH/53J11/2015/2133,Uttarakhand,Tehri Garhwal,Rajakhet-Nelra,30.400579,78.525314,Debris Slide NA
34084,UK/DEH/53J03/2015/2005,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.400613,78.182594,Rock Slide NA
34085,UK/RUD/53N03/2015/785,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.400686,79.033976,Debris Slide NA
34086,UK/TEH/53J11/2015/2118,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.400834,78.584741,Debris Slide NA
34087,UK/RUD/53J15/2015/990,Uttarakhand,Rudraprayag,Jakholi-Bajra Road,30.400962,78.880447,Rock Fall NA
34088,UK/TEH/53J11/2015/2110,Uttarakhand,Tehri Garhwal,Gadolia -Rajakhet-Khathol,30.401127,78.510738,Debris Slide NA
34089,UK/RUD/53N03/2015/784,Uttarakhand,Rudraprayag,Rudraprayag-Pokhri road,30.401373,79.034691,Rock Slide NA
34090,UK/DEH/53J03/2015/1980,Uttarakhand,Dehradun,Maldeota-Phulet road,30.40142,78.187336,Debris Slide NA
34091,UK/DEH/53J03/2015/2042,Uttarakhand,Dehradun,Amwala Khala-Badshahi Bagh road,30.40162,78.014462,Debris Slide NA
34092,UK/TEH/53J11/2015/2158,Uttarakhand,Tehri Garhwal,Ghansyali-Kothi,30.401738,78.710052,Debris Slide NA
34093,UK/TEH/53J11/2015/2153,Uttarakhand,Tehri Garhwal,Gadolia-Ghansyali (SH-8),30.401864,78.607571,Debris Slide NA
34094,UK/TEH/53J11/2015/2154,Uttarakhand,Tehri Garhwal,Gadolia-Ghansyali (SH-8),30.402093,78.606398,Debris Slide NA
34095,UK/RUD/53N03/2015/781,Uttarakhand,Rudraprayag,Ganganagar,30.402119,79.037557,Debris Slide NA
34096,UK/TEH/53J11/2015/2116,Uttarakhand,Tehri Garhwal,Rajakhet-Nanuwa,30.402238,78.590343,Debris Slide NA
34097,UK/TEH/53J11/2015/2134,Uttarakhand,Tehri Garhwal,Rajakhet-Nelra,30.402349,78.51751,Debris Slide NA
34098,UK/TEH/53J03/2015/1991,Uttarakhand,Tehri Garhwal,Maldeota-Dhumkot road,30.402361,78.212722,Rock Slide NA
34099,UK/DEH/53J03/2015/1994,Uttarakhand,Dehradun,Maldeota-Phulet road,30.402398,78.189577,Rock Slide NA
34100,UK/CHA/53N07/2013/0031,Uttarakhand,Chamoli,UK_CHA_PWD_ 031 Gopeshaver (Patial Dhar Village),30.402444,79.317111,Debris Slide 16th-17th June 2013
34101,UK/RUD/53J15/2015/976,Uttarakhand,Rudraprayag,Chirpatyakhal-Mayali Road (SH15),30.402755,78.8456,Rock Slide NA
34102,UK/TEH/53J11/2015/2135,Uttarakhand,Tehri Garhwal,Rajakhet-Nelra,30.403612,78.514994,Debris Slide NA
34103,UK/TEH/53J11/2015/2144,Uttarakhand,Tehri Garhwal,Bisatali-Rajakhet,30.403639,78.511695,Debris Slide NA
34104,UK/DEH/53J03/2015/2004,Uttarakhand,Dehradun,Sahasdharadhara Majara road,30.404209,78.132593,Rock Slide NA
34105,UK/TEH/53J11/2015/2136,Uttarakhand,Tehri Garhwal,Rajakhet-Nelra,30.404306,78.514528,Debris Slide NA
34106,UK/RUD/53J15/2015/1017,Uttarakhand,Rudraprayag,Panjan-Taila Road,30.404528,78.921596,Rock cum Debris Slide 2013
34107,UK/DEH/53J03/2015/2041,Uttarakhand,Dehradun,Raipur road,30.404562,78.096741,Rock Slide 2013
34108,UK/DEH/53J03/2015/2008,Uttarakhand,Dehradun,Maldeota-Phulet road,30.40467,78.18335,Rock Slide NA
34109,UK/RUD/53J15/2015/977,Uttarakhand,Rudraprayag,Chirpatyakhal-Mayali Road (SH15),30.404845,78.842101,Rock Slide NA
34110,UK/TEH/53J11/2015/2137,Uttarakhand,Tehri Garhwal,Rajakhet-Nelra,30.404874,78.513087,Debris Slide NA
34111,UK/DEH/53J03/2015/2068,Uttarakhand,Dehradun,Raipur-Dhanaula road,30.40526,78.186293,Rock cum Debris Slide NA
34112,UK/TEH/53J11/2015/2138,Uttarakhand,Tehri Garhwal,Bisatali-Dharkot (PMGSY road),30.405911,78.511851,Debris Slide NA
34113,UK/DEH/53J03/2015/1983,Uttarakhand,Dehradun,Sahasdharadhara Majara road,30.405923,78.128262,Debris Slide NA
34114,UK/DEH/53J03/2015/1986,Uttarakhand,Dehradun,Sahasdharadhara Majara road,30.406937,78.131324,Rock cum Debris Slide NA
34115,UK/RUD/53J15/2015/991,Uttarakhand,Rudraprayag,N/A N/A,30.407068,78.879705,Rock cum Debris Slide NA
34116,UK/DEH/53J03/2015/2021,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.407202,78.124254,Rock Slide NA
34117,UK/TEH/53J11/2015/2157,Uttarakhand,Tehri Garhwal,Ghansyali-Kothi,30.407239,78.701517,Debris Slide NA
34118,UK/CHA/53N07/2013/0030,Uttarakhand,Chamoli,UK_CHA_NH_ 030 Downstream of Alkhanda – Bihari Confluence,30.40725,79.385444,Debris Slide 16th-17th June 2013
34119,UK/RUD/53J15/2015/992,Uttarakhand,Rudraprayag,Bajra-Chirpatyakhal Road,30.407361,78.878366,Rock cum Debris Slide NA
34120,UK/RUD/53J15/2015/978,Uttarakhand,Rudraprayag,Chirpatyakhal-Mayali Road (SH15),30.407771,78.847589,Debris Slide NA
34121,UK/TEH/53J11/2015/2189,Uttarakhand,Tehri Garhwal,Chaundana-Sain,30.407948,78.604838,Debris Slide NA
34122,UK/TEH/53J11/2015/2163,Uttarakhand,Tehri Garhwal,Kothi-Bamoli,30.408028,78.7415,Rock cum Debris Slide NA
34123,UK/DEH/53J03/2015/1984,Uttarakhand,Dehradun,Sahasdharadhara Majara road,30.408281,78.143207,Debris Slide NA
34124,UK/RUD/53J15/2015/979,Uttarakhand,Rudraprayag,Chirpatyakhal-Mayali Road (SH15),30.408827,78.876261,Rock Slide NA
34125,UK/DEH/53J03/2015/2020,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.408937,78.120809,Rock Slide NA
34126,UK/DEH/53J03/2015/1978,Uttarakhand,Dehradun,Dehradun-Motidhara RF road,30.408976,78.121365,Rock Slide NA
34127,UK/DEH/53J03/2015/2038,Uttarakhand,Dehradun,Gudduwala-Khera road,30.409082,78.046124,Rock Slide NA
34128,UK/DEH/53J03/2015/2022,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.409105,78.125031,Rock cum Debris Slide NA
34129,UK/RUD/53J15/2015/1016,Uttarakhand,Rudraprayag,Jakholi-Guptkashi Road,30.409133,78.922018,Rock Slide 2007
34130,UK/TEH/53J11/2015/2141,Uttarakhand,Tehri Garhwal,Bisatali-Dharkot (PMGSY road),30.409264,78.513771,Debris Slide NA
34131,UK/TEH/53J11/2015/2139,Uttarakhand,Tehri Garhwal,Bisatali-Dharkot (PMGSY road),30.409778,78.512806,Debris Slide NA
34132,UK/TEH/53J11/2015/2140,Uttarakhand,Tehri Garhwal,Bisatali-Dharkot (PMGSY road),30.409897,78.514328,Debris Slide NA
34133,UK/CHA/53N07/2015/1229,Uttarakhand,Chamoli,Gopeshwar-Pokhri road,30.410087,79.306248,Debris Slide NA
34134,UK/RUD/53N03/2015/782,Uttarakhand,Rudraprayag,Phalai,30.410662,79.035282,Rock Slide NA
34135,UK/DEH/53F15/2015/504,Uttarakhand,Dehradun,Kalsi- Kinswalagaon,30.410868,77.935274,Debris Slide NA
34136,UK/CHA/53N07/2013/0029,Uttarakhand,Chamoli,UK_CHA_NH_ 029 Upstream of Alkhanda – Birhi Confluence,30.411389,79.390083,Rock cum Debris Slide 16th-17th June 2013
34137,UK/RUD/53N03/2015/866,Uttarakhand,Rudraprayag,NH-109,30.411583,79.060194,Rock cum Debris Slide 2013
34138,UK/CHA/53N07/2015/1230,Uttarakhand,Chamoli,,30.411667,79.294722,Debris Slide NA
34139,UK/DEH/53J03/2015/1981,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.411932,78.184551,Rock Slide NA
34140,UK/DEH/53J03/2015/2019,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.412109,78.119395,Rock Slide NA
34141,UK/DEH/53F15/2015/512,Uttarakhand,Dehradun,Kinswalgaon - Nakatpur,30.412752,77.960227,Rock Slide NA
34142,UK/DEH/53J03/2015/2018,Uttarakhand,Dehradun,Maldeota-Dhumkot road,30.413432,78.115906,Rock Slide NA
34143,UK/DEH/53J03/2015/1985,Uttarakhand,Dehradun,Dehradun-Motidhara RF road,30.413521,78.128358,Debris Slide NA
